GlyNet	Name	IUPAC	SMILES
57	CFG-56-Sp8	Fuc(α1-2)Gal(β1-3)GalNAc(α-Sp8	C[C@H](O1)[C@@H](O)[C@@H](O)[C@H](O)[C@@H]1-O-[C@H]([C@@H](O)[C@@H](O)[C@H](O1)CO)[C@@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](NC(=O)C)[C@H]1-OCCCN-C(=O)CCCOC
58	CFG-56-Sp14	Fuc(α1-2)Gal(β1-3)GalNAc(α-Sp14	C[C@H](O1)[C@@H](O)[C@@H](O)[C@H](O)[C@@H]1-O-[C@H]([C@@H](O)[C@@H](O)[C@H](O1)CO)[C@@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](NC(=O)C)[C@H]1-O[C@H](C)[C@@H](C(=O)O)N-C(=O)CCCOC
59	CFG-57-Sp0	Fuc(α1-2)Gal(β1-3)GalNAc(β1-4)[Neu5Ac(α2-3)]Gal(β1-4)Glc(β-Sp0	C[C@H](O1)[C@@H](O)[C@@H](O)[C@H](O)[C@@H]1-O-[C@H]([C@@H](O)[C@@H](O)[C@H](O1)CO)[C@@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](NC(=O)C)[C@@H]1-O-[C@@H]([C@H](O1)CO)[C@H](-O-[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(=O)C)[C@@H](O2)[C@H](O)[C@H](O)CO)[C@@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](O)[C@@H]1-OCCN-C(=O)CCCOC
60	CFG-57-Sp9	Fuc(α1-2)Gal(β1-3)GalNAc(β1-4)[Neu5Ac(α2-3)]Gal(β1-4)Glc(β-Sp9	C[C@H](O1)[C@@H](O)[C@@H](O)[C@H](O)[C@@H]1-O-[C@H]([C@@H](O)[C@@H](O)[C@H](O1)CO)[C@@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](NC(=O)C)[C@@H]1-O-[C@@H]([C@H](O1)CO)[C@H](-O-[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(=O)C)[C@@H](O2)[C@H](O)[C@H](O)CO)[C@@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](O)[C@@H]1-OCCCCCN-C(=O)CCCOC
61	CFG-58-Sp8	Fuc(α1-2)Gal(β1-3)GlcNAc(β1-3)Gal(β1-4)Glc(β-Sp8	C[C@H](O1)[C@@H](O)[C@@H](O)[C@H](O)[C@@H]1-O-[C@H]([C@@H](O)[C@@H](O)[C@H](O1)CO)[C@@H]1-O-[C@@H]([C@H](O)[C@H](O1)CO)[C@@H](NC(=O)C)[C@@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](O)[C@@H]1-OCCCN-C(=O)CCCOC
62	CFG-58-Sp10	Fuc(α1-2)Gal(β1-3)GlcNAc(β1-3)Gal(β1-4)Glc(β-Sp10	C[C@H](O1)[C@@H](O)[C@@H](O)[C@H](O)[C@@H]1-O-[C@H]([C@@H](O)[C@@H](O)[C@H](O1)CO)[C@@H]1-O-[C@@H]([C@H](O)[C@H](O1)CO)[C@@H](NC(=O)C)[C@@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](O)[C@@H]1-NC(=O)CN-C(=O)CCCOC
63	CFG-60-Sp0	Fuc(α1-2)Gal(β1-3)GlcNAc(β-Sp0	C[C@H](O1)[C@@H](O)[C@@H](O)[C@H](O)[C@@H]1-O-[C@H]([C@@H](O)[C@@H](O)[C@H](O1)CO)[C@@H]1-O-[C@@H]([C@H](O)[C@H](O1)CO)[C@@H](NC(=O)C)[C@@H]1-OCCN-C(=O)CCCOC
64	CFG-60-Sp8	Fuc(α1-2)Gal(β1-3)GlcNAc(β-Sp8	C[C@H](O1)[C@@H](O)[C@@H](O)[C@H](O)[C@@H]1-O-[C@H]([C@@H](O)[C@@H](O)[C@H](O1)CO)[C@@H]1-O-[C@@H]([C@H](O)[C@H](O1)CO)[C@@H](NC(=O)C)[C@@H]1-OCCCN-C(=O)CCCOC
65	CFG-61-Sp0	Fuc(α1-2)Gal(β1-4)[Fuc(α1-3)]GlcNAc(β1-3)Gal(β1-4)[Fuc(α1-3)]GlcNAc(β-Sp0	C[C@H](O1)[C@@H](O)[C@@H](O)[C@H](O)[C@@H]1-O-[C@H]([C@@H](O)[C@@H](O)[C@H](O1)CO)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@@H](NC(=O)C)[C@@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@@H](NC(=O)C)[C@@H]1-OCCN-C(=O)CCCOC
66	CFG-62-Sp0	Fuc(α1-2)Gal(β1-4)[Fuc(α1-3)]GlcNAc(β1-3)Gal(β1-4)[Fuc(α1-3)]GlcNAc(β1-3)Gal(β1-4)[Fuc(α1-3)]GlcNAc(β-Sp0	C[C@H](O1)[C@@H](O)[C@@H](O)[C@H](O)[C@@H]1-O-[C@H]([C@@H](O)[C@@H](O)[C@H](O1)CO)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@@H](NC(=O)C)[C@@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@@H](NC(=O)C)[C@@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@@H](NC(=O)C)[C@@H]1-OCCN-C(=O)CCCOC
67	CFG-64-Sp0	Fuc(α1-2)Gal(β1-4)[Fuc(α1-3)]GlcNAc(β-Sp0	C[C@H](O1)[C@@H](O)[C@@H](O)[C@H](O)[C@@H]1-O-[C@H]([C@@H](O)[C@@H](O)[C@H](O1)CO)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@@H](NC(=O)C)[C@@H]1-OCCN-C(=O)CCCOC
68	CFG-64-Sp8	Fuc(α1-2)Gal(β1-4)[Fuc(α1-3)]GlcNAc(β-Sp8	C[C@H](O1)[C@@H](O)[C@@H](O)[C@H](O)[C@@H]1-O-[C@H]([C@@H](O)[C@@H](O)[C@H](O1)CO)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@@H](NC(=O)C)[C@@H]1-OCCCN-C(=O)CCCOC
69	CFG-65-Sp0	Fuc(α1-2)Gal(β1-4)GlcNAc(β1-3)Gal(β1-4)GlcNAc(β-Sp0	C[C@H](O1)[C@@H](O)[C@@H](O)[C@H](O)[C@@H]1-O-[C@H]([C@@H](O)[C@@H](O)[C@H](O1)CO)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-OCCN-C(=O)CCCOC
70	CFG-66-Sp0	Fuc(α1-2)Gal(β1-4)GlcNAc(β1-3)Gal(β1-4)GlcNAc(β1-3)Gal(β1-4)GlcNAc(β-Sp0	C[C@H](O1)[C@@H](O)[C@@H](O)[C@H](O)[C@@H]1-O-[C@H]([C@@H](O)[C@@H](O)[C@H](O1)CO)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-OCCN-C(=O)CCCOC
71	CFG-67-Sp0	Fuc(α1-2)Gal(β1-4)GlcNAc(β-Sp0	C[C@H](O1)[C@@H](O)[C@@H](O)[C@H](O)[C@@H]1-O-[C@H]([C@@H](O)[C@@H](O)[C@H](O1)CO)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-OCCN-C(=O)CCCOC
72	CFG-67-Sp8	Fuc(α1-2)Gal(β1-4)GlcNAc(β-Sp8	C[C@H](O1)[C@@H](O)[C@@H](O)[C@H](O)[C@@H]1-O-[C@H]([C@@H](O)[C@@H](O)[C@H](O1)CO)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-OCCCN-C(=O)CCCOC
73	CFG-68-Sp0	Fuc(α1-2)Gal(β1-4)Glc(β-Sp0	C[C@H](O1)[C@@H](O)[C@@H](O)[C@H](O)[C@@H]1-O-[C@H]([C@@H](O)[C@@H](O)[C@H](O1)CO)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](O)[C@@H]1-OCCN-C(=O)CCCOC
74	CFG-69-Sp8	Fuc(α1-2)Gal(β-Sp8	C[C@H](O1)[C@@H](O)[C@@H](O)[C@H](O)[C@@H]1-O-[C@H]([C@@H](O)[C@@H](O)[C@H](O1)CO)[C@@H]1-OCCCN-C(=O)CCCOC
75	CFG-70-Sp8	Fuc(α1-3)GlcNAc(β-Sp8	C[C@H](O1)[C@@H](O)[C@@H](O)[C@H](O)[C@@H]1-O-[C@@H]([C@H](O)[C@H](O1)CO)[C@@H](NC(=O)C)[C@@H]1-OCCCN-C(=O)CCCOC
76	CFG-72-Sp8	Fuc(α1-4)GlcNAc(β-Sp8	C[C@H](O1)[C@@H](O)[C@@H](O)[C@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-OCCCN-C(=O)CCCOC
77	CFG-73-Sp8	Fuc(β1-3)GlcNAc(β-Sp8	C[C@H](O1)[C@@H](O)[C@@H](O)[C@H](O)[C@H]1-O-[C@@H]([C@H](O)[C@H](O1)CO)[C@@H](NC(=O)C)[C@@H]1-OCCCN-C(=O)CCCOC
78	CFG-74-Sp0	GalNAc(α1-3)[Fuc(α1-2)]Gal(β1-3)GlcNAc(β-Sp0	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](NC(=O)C)[C@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@@H]1-O-[C@@H]([C@H](O)[C@H](O1)CO)[C@@H](NC(=O)C)[C@@H]1-OCCN-C(=O)CCCOC
79	CFG-75-Sp0	GalNAc(α1-3)[Fuc(α1-2)]Gal(β1-4)[Fuc(α1-3)]GlcNAc(β-Sp0	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](NC(=O)C)[C@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@@H](NC(=O)C)[C@@H]1-OCCN-C(=O)CCCOC
80	CFG-76-Sp0	Gal3OS(β1-4)[Fuc(α1-3)]Glc(β-Sp0	OC[C@@H](O1)[C@H](O)[C@H](OS(=O)(=O)O)[C@@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@@H](O)[C@@H]1-OCCN-C(=O)CCCOC
81	CFG-77-Sp0	GalNAc(α1-3)[Fuc(α1-2)]Gal(β1-4)GlcNAc(β-Sp0	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](NC(=O)C)[C@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-OCCN-C(=O)CCCOC
82	CFG-77-Sp8	GalNAc(α1-3)[Fuc(α1-2)]Gal(β1-4)GlcNAc(β-Sp8	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](NC(=O)C)[C@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-OCCCN-C(=O)CCCOC
83	CFG-78-Sp0	GalNAc(α1-3)[Fuc(α1-2)]Gal(β1-4)Glc(β-Sp0	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](NC(=O)C)[C@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](O)[C@@H]1-OCCN-C(=O)CCCOC
84	CFG-79-Sp8	GlcNAc(β1-3)Gal(β1-3)GalNAc(α-Sp8	OC[C@@H](O1)[C@@H](O)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](O)[C@@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](NC(=O)C)[C@H]1-OCCCN-C(=O)CCCOC
85	CFG-80-Sp8	GalNAc(α1-3)[Fuc(α1-2)]Gal(β-Sp8	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](NC(=O)C)[C@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@@H]1-OCCCN-C(=O)CCCOC
86	CFG-80-Sp18	GalNAc(α1-3)[Fuc(α1-2)]Gal(β-Sp18	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](NC(=O)C)[C@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@@H]1-OCCCNC(=O)CCCCCN-C(=O)CCCOC
87	CFG-81-Sp8	GalNAc(α1-3)GalNAc(β-Sp8	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](NC(=O)C)[C@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](NC(=O)C)[C@@H]1-OCCCN-C(=O)CCCOC
88	CFG-82-Sp8	GalNAc(α1-3)Gal(β-Sp8	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](NC(=O)C)[C@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](O)[C@@H]1-OCCCN-C(=O)CCCOC
89	CFG-84-Sp8	GalNAc(α1-4)[Fuc(α1-2)]Gal(β1-4)GlcNAc(β-Sp8	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](NC(=O)C)[C@H]1-O-[C@@H]([C@H](O1)CO)[C@H](O)[C@@H](-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-OCCCN-C(=O)CCCOC
90	CFG-85-Sp8	GalNAc(β1-3)GalNAc(α-Sp8	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](NC(=O)C)[C@H]1-OCCCN-C(=O)CCCOC
91	CFG-86-Sp8	GalNAc(β1-3)[Fuc(α1-2)]Gal(β-Sp8	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@@H]1-OCCCN-C(=O)CCCOC
92	CFG-87-Sp0	GalNAc(β1-3)Gal(α1-4)Gal(β1-4)GlcNAc(β-Sp0	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](O)[C@H]1-O-[C@@H]([C@H](O1)CO)[C@H](O)[C@@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-OCCN-C(=O)CCCOC
93	CFG-90-Sp0	GalNAc(β1-4)[Fuc(α1-3)]GlcNAc(β-Sp0	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@@H](NC(=O)C)[C@@H]1-OCCN-C(=O)CCCOC
94	CFG-92-Sp0	GalNAc(β1-4)GlcNAc(β-Sp0	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-OCCN-C(=O)CCCOC
95	CFG-92-Sp8	GalNAc(β1-4)GlcNAc(β-Sp8	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-OCCCN-C(=O)CCCOC
96	CFG-93-Sp8	Gal(α1-2)Gal(β-Sp8	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](O)[C@H]1-O-[C@H]([C@@H](O)[C@@H](O)[C@H](O1)CO)[C@@H]1-OCCCN-C(=O)CCCOC
97	CFG-94-Sp0	Gal(α1-3)[Fuc(α1-2)]Gal(β1-3)GlcNAc(β-Sp0	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](O)[C@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@@H]1-O-[C@@H]([C@H](O)[C@H](O1)CO)[C@@H](NC(=O)C)[C@@H]1-OCCN-C(=O)CCCOC
98	CFG-94-Sp8	Gal(α1-3)[Fuc(α1-2)]Gal(β1-3)GlcNAc(β-Sp8	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](O)[C@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@@H]1-O-[C@@H]([C@H](O)[C@H](O1)CO)[C@@H](NC(=O)C)[C@@H]1-OCCCN-C(=O)CCCOC
99	CFG-95-Sp0	Gal(α1-3)[Fuc(α1-2)]Gal(β1-4)[Fuc(α1-3)]GlcNAc(β-Sp0	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](O)[C@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@@H](NC(=O)C)[C@@H]1-OCCN-C(=O)CCCOC
100	CFG-95-Sp8	Gal(α1-3)[Fuc(α1-2)]Gal(β1-4)[Fuc(α1-3)]GlcNAc(β-Sp8	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](O)[C@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@@H](NC(=O)C)[C@@H]1-OCCCN-C(=O)CCCOC
101	CFG-96-Sp0	Gal(α1-3)[Fuc(α1-2)]Gal(β1-4)GlcNAc(-Sp0	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](O)[C@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)C1-OCCN-C(=O)CCCOC
102	CFG-97-Sp0	Gal(α1-3)[Fuc(α1-2)]Gal(β1-4)Glc(β-Sp0	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](O)[C@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](O)[C@@H]1-OCCN-C(=O)CCCOC
103	CFG-98-Sp8	Gal(α1-3)[Fuc(α1-2)]Gal(β-Sp8	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](O)[C@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@@H]1-OCCCN-C(=O)CCCOC
104	CFG-98-Sp18	Gal(α1-3)[Fuc(α1-2)]Gal(β-Sp18	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](O)[C@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@@H]1-OCCCNC(=O)CCCCCN-C(=O)CCCOC
105	CFG-99-Sp8	Gal(α1-4)[Gal(α1-3)]Gal(β1-4)GlcNAc(β-Sp8	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](O)[C@H]1-O-[C@@H]([C@H](O1)CO)[C@H](-O-[C@@H]2[C@H](O)[C@@H](O)[C@@H](O)[C@H](O2)CO)[C@@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-OCCCN-C(=O)CCCOC
106	CFG-100-Sp8	Gal(α1-3)GalNAc(α-Sp8	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](O)[C@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](NC(=O)C)[C@H]1-OCCCN-C(=O)CCCOC
107	CFG-100-Sp16	Gal(α1-3)GalNAc(α-Sp16	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](O)[C@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](NC(=O)C)[C@H]1-Oc1ccc(cc1)N-C(=O)CCCOC
108	CFG-101-Sp8	Gal(α1-3)GalNAc(β-Sp8	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](O)[C@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](NC(=O)C)[C@@H]1-OCCCN-C(=O)CCCOC
109	CFG-102-Sp8	Gal(α1-3)Gal(β1-4)[Fuc(α1-3)]GlcNAc(β-Sp8	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](O)[C@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@@H](NC(=O)C)[C@@H]1-OCCCN-C(=O)CCCOC
110	CFG-103-Sp0	Gal(α1-3)Gal(β1-3)GlcNAc(β-Sp0	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](O)[C@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](O)[C@@H]1-O-[C@@H]([C@H](O)[C@H](O1)CO)[C@@H](NC(=O)C)[C@@H]1-OCCN-C(=O)CCCOC
111	CFG-104-Sp8	Gal(α1-3)Gal(β1-4)GlcNAc(β-Sp8	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](O)[C@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-OCCCN-C(=O)CCCOC
112	CFG-105-Sp0	Gal(α1-3)Gal(β1-4)Glc(β-Sp0	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](O)[C@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](O)[C@@H]1-OCCN-C(=O)CCCOC
113	CFG-105-Sp10	Gal(α1-3)Gal(β1-4)Glc(-Sp10	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](O)[C@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](O)C1-NC(=O)CN-C(=O)CCCOC
114	CFG-106-Sp8	Gal(α1-3)Gal(β-Sp8	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](O)[C@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](O)[C@@H]1-OCCCN-C(=O)CCCOC
115	CFG-107-Sp8	Gal(α1-4)[Fuc(α1-2)]Gal(β1-4)GlcNAc(β-Sp8	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](O)[C@H]1-O-[C@@H]([C@H](O1)CO)[C@H](O)[C@@H](-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-OCCCN-C(=O)CCCOC
116	CFG-108-Sp0	Gal(α1-4)Gal(β1-4)GlcNAc(β-Sp0	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](O)[C@H]1-O-[C@@H]([C@H](O1)CO)[C@H](O)[C@@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-OCCN-C(=O)CCCOC
117	CFG-108-Sp8	Gal(α1-4)Gal(β1-4)GlcNAc(β-Sp8	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](O)[C@H]1-O-[C@@H]([C@H](O1)CO)[C@H](O)[C@@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-OCCCN-C(=O)CCCOC
118	CFG-109-Sp0	Gal(α1-4)Gal(β1-4)Glc(β-Sp0	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](O)[C@H]1-O-[C@@H]([C@H](O1)CO)[C@H](O)[C@@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](O)[C@@H]1-OCCN-C(=O)CCCOC
119	CFG-110-Sp8	Gal(α1-4)GlcNAc(β-Sp8	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](O)[C@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-OCCCN-C(=O)CCCOC
